target	sms	sms_length	kfold
True	abeg make profit start using get sponsors next event	52	4
False	wanna get laid want real dogging locations sent direct mobile join uks largest dogging network txt park nyt â£	110	4
True	yeah thatd pretty much best case scenario	41	4
True	fine babes aint much tho saw scary movie yest quite funny want afternoon town mall sumthinxx	92	4
True	wifehow knew time murder exactly	32	4
True	badrith chennaii surely pick usno competition	45	4
True	hi msg meim office	18	4
True	food	4	4
True	going lunch wif family aft dat go str orchard lor	49	4
True	lol right diet everyday cheat anyway meant fatty	48	4
True	tick tick tick babe	19	4
False	call tells call claim â£ prize enter mobile personal details prompts careful	76	4
True	wen lovable bcums angry wid dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da	136	4
False	nokia tone mob every week txt nok tone free get txtin tell friends reply hl	75	4
True	mm umma ask vava also come tell play later together	51	4
False	wanna laugh try chitchat mobile logon txting word chat send cm po box london rcvd	81	4
True	love isnt decision feeling could decide love life would much simpler less magical	81	4
True	go phone gonna die stay	23	4
False	forget place many free requests wish information call	53	4
True	id check theres like bowls worth left	37	4
False	win â£ music gift vouchers every week starting txt word draw tscs	65	4
False	new service live sex video chat mob see sexiest dirtiest girls live phone details text horny cancel send stop	109	4
True	ive reached home n bathe liao call	34	4
True	heard job going wildlife talk tonight wizzle whatever	53	4
True	woke yeesh late didnt fall asleep til ltgt	42	4
True	k give sec breaking ltgt cstore	31	4
True	get	3	4
True	dunno leh cant remember mayb lor wat time r meeting tmr	55	4
True	hi darlin way london smashed another driver big dent really missing xxx	71	4
True	hes lag thats sad part keep touch thanks skype	46	4
True	people tour thought sofa thing sent curious sugar	49	4
True	yeh def something satjust got havbeen given aâ£ pay rise work havebeen made preschoolcoordinator feelingood luv	111	4
True	anyway holla whenever youre around need excuse go creep people sarasota	71	4
False	lost â£ help	12	4
True	dog must always wait till end day word run time cell already	60	4
True	thats cool gentleman treat dignity respect	42	4
False	want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call	102	4
True	ok thats great thanx lot	24	4
False	free ringtone text first poly text get true tone help free tones £ eâ£nd txt stop	81	4
True	win really side long time	25	4
True	like think theres always possibility pub later	46	4
False	december mobile entitled update latest colour camera mobile free call mobile update co free	91	4
True	ya even cookies jelly	21	4
True	noe shes da car later c lar wearing shorts	42	4
False	free week nokia tone mob every week txt nokia get txting tell mates zed pobox	77	4
True	sorry ill call later	20	4
True	sent like	9	4
False	want anytime network mins text new video phone five pounds per week call reply delivery tomorrow	96	4
True	another month need chocolate weed alcohol	41	4
False	heard call rude chat private line cum wan pics gettin shagged text pix send stop sam xxx	88	4
True	ha must walk everywhere cannot take tram cousin said walk vic market hotel	74	4
False	customer service announcement recently tried make delivery unable please call reschedule	88	4
True	please give pick tuesday evening ok	35	4
False	win winner mr foley ipod exciting prizes soon keep eye mobile visit	67	4
True	yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae lyf nt yet ovr chikkuali vargu lyfu meow meowd	129	4
True	photoshop makes computer shut	29	4
False	dating service asked contact someone shy call revealed	54	4
True	hi decide wot get bday ill prob jus get voucher frm virgin sumfing	66	4
True	wondering others took	21	4
False	bank granite issues strongbuy explosive pick members nasdaq symbol cdgt per	75	4
True	ok theory test ã¼ going book think may coz thought wanna go jiayin isnt free	76	4
True	honey pls find much sell predicte nigeria many times used important reply monday	80	4
True	nice waitshould texting right gonna pay ticket ya know	54	4
False	sunshine quiz wkly q win top sony dvd player know country liverpool played mid week txt ansr â£ sptyrone	104	4
True	yo right yo work	16	4
True	felt sonot conveying reason ese	31	4
True	best watch say cause get drunk motherfucker	43	4
True	hey leave friday wait ask superior tell	39	4
False	datingi two started sent text talk sport radio last week connection think coincidence	85	4
True	started stop pray good ideas anything see help guys ill forward link	68	4
True	pls whats full name jokes school cos fees university florida seem actually ltgt k pls holla back	96	4
True	means still think teju	22	4
True	well join ltgt bus	18	4
True	yes reg ciao	12	4
True	hey r ã¼ still online ive finished formatting	45	4
True	everybody fun evening miss	26	4
True	thank way lost	14	4
True	good good billy mates gone jogging enjoy concert	48	4
True	sorry ill call later	20	4
True	good morning suffering fever dysentry able come office today	60	4
True	sac needs carry	15	4
False	sms services inclusive text credits pls gotto login unsubscribe stop extra charge help	86	4
False	free tones hope enjoyed new content text stop unsubscribe provided	66	4
True	told going got drunk	20	4
True	dunno lei thk mum lazy go neva ask yet	38	4
True	free	4	4
False	please call amanda regard renewing upgrading current tmobile handset free charge offer ends today tel subject ts cs	115	4
True	hello love get interview today happy good boy think meare missing	65	4
True	big brotherâ€˜s really scraped barrel shower social misfits	59	4
True	dear reached railway happen	27	4
True	hi kate give ring asap xxx	26	4
True	ltgt pple marry lovers becz hav gud undrstndng dat avoids problems sent dis wil get gud news friday person like tomorrow best day life break chain break suffer send ltgt frnds ltgt mins whn read	194	4
True	happen	6	4
True	gorgeous keep pix cumming thank	31	4
True	goodmorning today late back pain	32	4
True	ok careful text drive	21	4
True	thank like well	15	4
True	bothering trust answers pls	27	4
False	dear voucher holder claim weeks offer pc please go tscs apply stop texts txt stop	81	4
True	call done	9	4
True	bull plan go floating ikea without care world live mess another day	67	4
True	merry christmas annie	21	4
True	worry guess hes busy	20	4
True	date sunday	11	4
True	seriously spell name	20	4
True	speak feel words better silence gud mrng	40	4
True	shes good wondering wont say hi shes smiling coping long distance	65	4
True	wen miss someone person definitely special person special miss keepintouch gdeve	80	4
True	norm tomorrow finish cos st tests need sort library stuff point tomo got letter today access til end march better get move	122	4
True	yes princess want catch big strong hands	40	4
True	see half hour	13	4
True	bluray player	13	4
False	urgent trying contact last weekends draw shows â£ prize guaranteed call claim code valid	88	4
False	free week nokia tone mob every week txt nokia get txting tell mates pobox	73	4
True	hey told name gautham ah	24	4
True	remains bro amongst bros	24	4
True	well done luv ya	16	4
True	jesus christ bitch trying give drugs answer fucking phone	57	4
True	home lei	8	4
True	gonna blakes night might able get little early	46	4
True	seen whos back holby	20	4
True	ã© ardã‰ rest ard leastwhich ã© price ã© bedrm	46	4
True	nobody decide eat dad wants chinese	35	4
True	jus finish blowing hair finish dinner already	45	4
True	good good job like entrepreneurs	32	4
True	got call landline number asked come anna nagar go afternoon	59	4
True	den weekdays got special price haiz cant eat liao cut nails oso muz wait finish drivin wat lunch still muz eat wat	114	4
False	time tried contact â£ pound prize claim easy call per minute btnationalrate	75	4
True	nw came hme da	14	4
True	sent email â€“ address incomm right	35	4
True	pete please ring meive hardly gotany credit	43	4
True	mum say wan go go shun bian watch da glass exhibition	53	4
False	gent trying contact last weekends draw shows â£ prize guaranteed call claim code valid	86	4
True	came look flat seems ok away alot wiv work got woman coming	59	4
True	hello boytoy geeee missing today like send tm remind thinking loved loving kiss	79	4
True	much blackberry nigeria	23	4
True	directly behind abt rows behind ã¼	34	4
True	let know contact ive settled room lets know ok	46	4
True	god created gap btwn fingers dat vry special fill gaps holding hands plz ask created much gap legs	98	4
True	didnt mean post wrote like many times ive ritten stuff let sit feeling time angry left hit send stop wasnt checked phone got car wasnt said didnt sleep bored wouldnt time clean fold laundry etc least make bed	208	4
True	plz note anyone calling mobile co amp asks type ltgt ltgt disconnect callcoz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn ibn	164	4
True	moji love words rich day	24	4
True	nationwide auto centre something like newport road liked	56	4
True	r much close heart go away shattered plz stay	45	4
True	hey booked kb sat already lessons going ah keep sat night free need meet confirm lodging	88	4
True	sounds like plan cardiff still still cold sitting radiator	58	4
True	yeah jus rite	13	4
True	therere people mu table lambda	30	4
True	think still car	15	4
True	thats cause old live high	25	4
True	well wasnt available washob nobbing last night ask nickey platt instead	71	4
True	india win level series means record	35	4
False	thank winner notified sms good luck future marketing reply stop customer services	81	4
True	need come home give good lovin	30	4
True	looks like wil b getting headstart leaving bout r desperate company could head earlierwe goin meet rummer	105	4
True	come tomorrow di	16	4
True	please tell car keys purse	26	4
True	lol yep yesterday already got fireplace another icon sitting	60	4
True	well like actually called someone punto woulda worse	52	4
True	ron say fri leh n said ding tai feng cant make reservations said wait lor	73	4
True	mean left early check cos working	33	4
True	sorry pa knw ru pa	18	4
True	actually fuck whatever find excuse tampa point january though	61	4
True	thk shld b ya wana go lessons haha go one whole stretch	55	4
True	probably earlier stations think	31	4
True	miss much desparate recorded message left day listen hear sound voice love	74	4
True	ugh fuck resubbing eve	22	4
True	wat time liao still got	23	4
True	haha awesome ive couple times alls coming	41	4
True	realise busy guy trying bother get exams outta way try cars day	63	4
True	thankyou much call appreciate care	34	4
True	stand away doesnt heart ache without wonder crave	49	4
True	ask around theres lot terms mids	32	4
True	hey project started aha da	26	4
True	draw vai think	14	4
True	didt play one day last year know even though good team like india	65	4
False	call send girls erotic ecstacy stop texts call nat rate	55	4
True	place points e cultures module already	38	4
True	aiyo cos sms ã¼ ã¼ neva reply wait ã¼ reply lar tot ã¼ havent finish lab wat	76	4
True	yo way could pick something tonight	35	4
True	good morning plz call sir	25	4
True	sorry ill call later	20	4
True	oh fuck juswoke bed boatin docks slept wid year old spinout giv da gossip xxx	77	4
True	ok thanx gd nite ã¼	19	4
True	meant say cant wait see getting bored bridgwater banter	55	4
True	siva hostel aha	15	4
True	wereare free give otherwise nalla adi entey nattil kittum	57	4
True	okay thought expert	19	4
True	sick still go shopping	22	4
True	unlimited texts limited minutes	31	4
True	men always needs beautiful intelligent caring loving adjustable cooperative wife law allows one wife	100	4
True	haf msn yijuehotmailcom	23	4
True	sister going earn da	20	4
True	baaaaaaaabe wake miss crave need	32	4
True	meh thgt clash really ah dun mind dun seen lost weight gee	58	4
True	yes princess toledo	19	4
True	ask next sat make ok lor	24	4
True	sun ah thk mayb dun anythin thk book e lesson e pilates orchard mrt noe hor	75	4
True	ok lor	6	4
True	asked hows anthony dad bf	25	4
True	sary need tim bollox hurt lot tol	33	4
True	home	4	4
False	sms services inclusive text credits pls goto login unsubscribe stop extra charge po	83	4
True	always looking excuse city	26	4
True	hows feel mr real valentine yo valentine even tho hardly play	61	4
True	rounderso required	18	4
True	haha thinkin	12	4
True	kkadvance happy pongal	22	4
True	keep ten rs shelf buy two egg	29	4
True	xy car picking	14	4
True	really quite funny lor wat shd haf run shorter distance wat	59	4
True	coming pick	11	4
True	wot weirdo	10	4
False	alfie moons children need song mob tell txt tone charity nokias poly charity polys zed profit charity	101	4
True	dun believe wat	15	4
True	anything	8	4
True	mah b ill pick tomorrow	23	4
True	pls go ahead watts wanted sure great weekend abiola	51	4
True	switch fone dammit	18	4
True	auntie huai juan never pick phone	33	4
True	slept thinkthis time ltgt pm dangerous	38	4
True	welp apparently retired	23	4
True	yet chikkugoing room nw bus	27	4
True	one day crab running sea shorethe waves came n cleared footprints crab crab asked frnd r clearing beautiful footprints waves replied fox following footprints catch thats cleared frndsship never lets dwn gud nyt	210	4
True	yet chikkuwat abt	17	4
True	good night going sleep	22	4
True	face test ltgt select number tell face astrology waiting quick reply	68	4
True	ohi asked fun hahatake care ã¼	30	4
True	boat still moms check yo half naked	35	4
True	always chat fact need money raise	33	4
False	congrats mobile videophones r call videochat wid mates play java games dload polyh music noline rentl	101	4
True	ok thk got wan come wat	23	4
True	nope ill b going sch fri quite early lor cos mys sis got paper da morn	70	4
True	change fb jaykwon thuglyfe falconerf	36	4
True	think da wil	12	4
True	wonder got online love gone net cafe get phone recharged friends net think boytoy	81	4
True	hi engagement fixd ltgt th next month know really shocking bthmm njan vilikkamt ws al sudn	90	4
True	lmao fun	8	4
True	lol well without could big sale together	40	4
True	jus finish bathing	18	4
True	hey still gym	13	4
True	ha jus ate honey ar sweet	25	4
True	jus telling dat ill b leaving shanghai instead well haf time meet cya	69	4
False	rock yr chik get filthy films xxx pics yr phone rply filth saristar ltd per days cancel	87	4
True	superb thought grateful everything want means still opportunity happier tomorrow today	86	4
True	lol hot air balloon	19	4
True	aight text youre back mu ill swing need somebody get door	57	4
True	watching telugu moviewat abt	28	4
True	thank	5	4
True	hows paper	10	4
True	wanna art	9	4
False	urgent trying contact todays draw shows â£ prize guaranteed call land line claim valid	86	4
True	thatâ€˜s thing apes fight death keep something minute let go thats	66	4
True	also cbe pay	12	4
True	otherwise part time job natuition	33	4
True	know exactly could ask chechi	29	4
True	first strike red one bird antelope begin toplay fieldof selfindependence believe flower contention growrandom	109	4
True	freezing craving ice fml	24	4
True	love come took long leave zahers got words ym happy see sad left miss	69	4
True	really hope work doesnt get stressful day	41	4
True	right meanwhile hows project twins comin	40	4
True	never lei v lazy got wat dat day ã¼ send da url cant work one	61	4
True	monthly amount terrible pay anything till finishing school	58	4
False	free entry â£ weekly competition text word win tc	49	4
True	okie thanx	10	4
False	twinks bears scallies skins jocks calling miss weekends fun call stop texts call rate	85	4
True	pls ask macho much budget bb bold cos saw new one ltgt dollars	62	4
True	trying figure suppose see couple different people week said wed get together didnt set dates	92	4
True	make fucks sake x	17	4
True	boy loved gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decided aproach gal dt time truck speeding towards gal wn hit girld boy ran like hell n saved asked hw cn run fast boy replied boost secret energy n instantly girl shouted energy n thy lived happily drinking boost evrydy moral story hv free msgsd gud	320	4
True	hi relaxing time ever get every day party good night get home tomorrow	70	4
True	sorry dude know forgot even dan reminded sorry hope guys fun	60	4
True	thought could go dinner ill treat seem ok	41	4
True	lick every drop ready use mouth well	36	4
False	january male sale hot gay chat cheaper call national rate cheap peak stop texts call	84	4
True	talking thats de wont	21	4
True	cant describe lucky actually awake noon	39	4
True	sorry ill call later	20	4
True	pride almost ltgt years old shouldnt takin money kid youre supposed deal stuff grownup stuffwhy tell	100	4
True	didnt search online let know	28	4
True	know ask brother nothing problem thing told	43	4
True	askd question hours answer	26	4
False	know someone know fancies call find pobox	41	4
True	okay wait ah	12	4
True	management puzzeles	19	4
True	ã¼ll submitting da project tmr rite	35	4
True	well good morning mr hows london treatin ya treacle	51	4
True	yeah probably still gotta check leo	35	4
False	eastenders tv quiz flower dot compare violet e tulip f lily txt e f chance win â£ cash	86	4
True	life alle moneeppolum oru pole allalo	37	4
True	maybe pressies	14	4
True	looked addie goes back monday sucks	35	4
True	keng rocking ashes	18	4
True	left vague said would inform person accounting delayed rent discuss housing agency renting another place checking online places around usc ltgt	143	4
True	take us shopping mark distract isaiahd	38	4
True	hey sexy buns day word morning ym think	39	4
True	gam gone outstanding innings	28	4
True	watever relation built dis world thing remains atlast iz lonlines lotz n lot memories feeling	93	4
True	nothing much chillin home super bowl plan	41	4
False	mobile mths update latest cameravideo phones free keep number get extra free minstexts text yes call	100	4
True	send new number	15	4
True	idea soon get converted live	28	4
True	yo howz girls never rang india l	32	4
True	lor change suntec wat time coming	33	4
True	tessypls favor pls convey birthday wishes nimyapls dnt forget today birthday shijas	83	4
True	alex knows guy sells mids hes south tampa think could set like	62	4
True	opposite side dropped	21	4
True	wats dear sleeping ah	21	4
True	thank much selflessness love plenty	35	4
True	much eighth	11	4
True	oh kafter placement ah	22	4
True	ok enjoy shows	14	4
True	campus library	14	4
True	small problem auctionpunj asking tiwary	39	4
True	sweetheart hope kind day one loads reasons smile biola	54	4
True	wow healthy old airport rd lor cant thk anything else ill b bathing dog later	77	4
True	kind took garage centre part exhaust needs replacing part ordered n taking fixed tomo morning	93	4
True	dear got train seat mine lower seat	35	4
True	go openings room til thanksgiving without upcharge	50	4
False	private account statement shows unredeemed bonus points claim call identifier code expires	90	4
True	geeeee love much barely stand	29	4
False	thanks ringtone order ref number mobile charged â£ tone arrive please call customer services	92	4
True	also didnt get na hi hi hi hi hi	32	4
False	get garden ready summer free selection summer bulbs seeds worth â£ scotsman saturday stop notxtcouk	99	4
True	want tell bad feel basically times text lately need drugs	57	4
True	aiyah sorry lor watch tv watch forgot check phone	49	4
True	ask say please message	22	4
True	haha yeah oz kind shitload	26	4
True	much buzy	9	4
True	sch neva mind eat lor	21	4
False	spook mob halloween collection logo pic message plus free eerie tone txt card spook zed per logopic	99	4
True	morning ok	10	4
True	make ne plans nxt wknd coz wants us come ok	43	4
True	taka lor wat time wan come n look us	36	4
True	kkhow much cost	15	4
True	ok cool see ya	14	4
True	thanx lot help	14	4
True	whats house beer	16	4
True	sucks ill go hair youll free right	34	4
True	didnt spring coming early yay	29	4
True	haha okay today weekend leh	27	4
True	yes saw message	15	4
True	kkim also finewhen complete course	34	4
True	fuck babe miss sooooo much wish sleep bed lonely go sleep dream love	68	4
True	pleased inform application airtel broadband processed successfully installation happen within days	98	4
True	lunchyou onlinewhy	18	4
False	free tarot texts find love life try free text chance free msgs â£	65	4
True	dad get back	12	4
False	freemsg fancy flirt reply date join uks fastest growing mobile dating service msgs rcvd optout txt stop reply date	114	4
True	cold sad dear	13	4
False	mila blonde new uk look sex uk guys like fun text mtalk â£ increments	69	4
True	sim watching live	17	4
True	sorry man accidentally left phone silent last night didnt check til got	71	4
True	fuuuuck need stop sleepin sup	29	4
True	ã¼ decide faster cos sis going home liao	40	4
False	accordingly repeat text word ok mobile phone send	49	4
True	oh dang didnt mean send lol	27	4
True	aight rush ill ask jay	22	4
True	get message	11	4
True	meet soon princess ttyl	23	4
True	dear good morning	17	4
False	money r lucky winner claim prize text money â£ give away text rate	66	4
True	hey want anything buy	21	4
True	ok tell stay yeah tough optimistic things improve month	55	4
False	guaranteed â£ cash â£ prizeto claim yr prize call customer service representative	81	4
True	hey babe sorry didnt get sooner gary come fix cause thinks knows doesnt go far ptbo says cost ltgt bucks know might cheaper find someone second hand machines right let know want babe	182	4
True	yeah got v apologetic n fallen actin like spoilt child got caught till wont go badly cheers	91	4
True	say	3	4
True	yes small kid boost secret energy	33	4
True	ive reached sch already	23	4
True	oh godtaken teethis paining	27	4
True	peteis phone still jenny college leannewhat	43	4
True	motivate behind every darkness shining light waiting find behind every best friend always trust love bslvyl	107	4
True	many happy returns day wish happy birthday	42	4
True	alright youre sure let know youre leaving	41	4
False	b floppy b snappy happy gay chat service photo upload call stop texts call	74	4
True	mind ask happened say uncomfortable	35	4
True	sorryin meeting ill call later	30	4
True	fine miss much	14	4
True	right ill make appointment right	32	4
True	didnt get anything da	21	4
True	awww dat sweet think something nice time tonight ill probably txt later cos lonely xxx	86	4
True	hows queen going royal wedding	30	4
True	ranjith cal drpd deeraj deepak hold	35	4
True	kkapo kgood movie	17	4
True	think need yellow card uk travel ask someone gone ltgt bucks	60	4
True	ill give plus said grinule greet whenever speak	47	4
True	ok thanx take care	18	4
True	night worrying appt shame missed girls night quizzes popcorn hair	65	4
True	shes drinkin ok	15	4
True	thk lor dunno get tickets wat	29	4
True	ok lor anyway thk cant get tickets cos like quite late already wan go look frens darren wif	91	4
True	okay soon best	14	4
True	thanks honey still havent heard anything leave bit longer crowd try later great advice thanks hope cardiff still	112	4
True	get ready put excellent sub face	32	4
True	hey tell blakes address carlos wanted meet got lost hes answering phone	71	4
True	waiting call	12	4
True	dunno lei neva say	18	4
True	cutest girl world	17	4
True	time coming	11	4
True	come room cannot come house cos house still messy haha	54	4
True	drama plsi enough family struggling hot sun strange placeno reason ego going invited actually necessity gowait serious reppurcussions	133	4
True	thanks chikku gud nyt	21	4
True	well desperate ill call armand	30	4
True	messagesome text missing sendername missing number missing sentdate missing missing lot thats everything missing sent via fullonsmscom	134	4
True	youwhen wil reach	17	4
True	sorry went bed early nightnight	31	4
True	thought didnt see	17	4
True	friends use call	16	4
True	thanx e brownie v nice	22	4
True	oops sorry check mind picking tomo half eight station would ok	62	4
True	always saying welp	18	4
True	er yeah b sorry tell pubcafe sit come wen	41	4
True	ummmawill call check inour life begin qatar pls pray hard	57	4
True	yes fine	8	4
True	boo way moms shes making tortilla soup yummmm	45	4
False	congrats nokia video camera phone call calls cost ave call vary mobiles close post ldn	86	4
True	twenty past five said train durham already coz reserved seat	60	4
True	see posted facebook	19	4
True	ola would get back maybe today told direct link us getting cars bids online arrange shipping get cut partnership invest money shipping takes care restuwud b self reliant soon dnt worry	184	4
True	kkwhen give treat	17	4
True	thing change sentence want concentrate educational career leaving	65	4
True	wish	4	4
False	well done england get official poly ringtone colour flag yer mobile text tone flag optout txt eng stop â£	105	4
True	yeah theres barely enough room two us x many fucking shoes sorry man see later	78	4
False	congrats mobile videophones r call videochat wid mates play java games dload polyh music noline rentl	101	4
True	huh cant thk oredi many pages	29	4
True	life means lot love life love people life world calls friends call world ge	75	4
True	hiya good day spoken since weekend	34	4
True	lifted hopes offer money need especially end month approaches hurts studying anyways weekend	92	4
True	iâ’m cool ta luv vtired cause loads planning wk got social services inspection nursery take care spk sn x	105	4
True	match startedindia ltgt	23	4
True	mu try figure much money everyone gas alcohol jay trying figure weed budget	75	4
True	nightswe nt staying port step liaotoo ex	40	4
True	sounds good fingers makes difficult type	40	4
True	rajipls favour pls convey birthday wishes nimya pls today birthday	66	4
True	hes gonna worry nothing wont give money use	43	4
True	much r ã¼ willing pay	21	4
True	office around pm going hospital	31	4
True	ok problem yup going sch rem correctly	38	4
True	tell make little spreadsheet track whose idea smoke determine smokes much entire month february ill come	104	4
True	idc get weaseling way shit twice row	36	4
True	yeah jays sort fucking retard	29	4
True	run away frm walk slowly amp kills care enough stop	51	4
True	oh kkwhere take test	20	4
True	tomorrow going theatre come wherever call tell come tomorrow	60	4
True	say bold torch later one torch	30	4
True	e admin building might b slightly earlier ill call reaching	59	4
True	yes appt	8	4
True	opinion jada kusruthi lovable silent spl character matured stylish simple pls reply	83	4
True	doinghow	8	4
True	somewhere fredericksburg	24	4
True	new address applespairsall malarky	34	4
True	pick bout time going	20	4
True	probably gonna swing wee bit	28	4
True	even friend priest call	23	4
True	hi darlin kate somethin tonight going pub called swan something parents one drink phone	87	4
False	balance â£ next question sang uptown girl answer txt answer good luck	69	4
True	hey tmr meet bugis	18	4
True	ill get tomorrow send	21	4
True	see christmassy	15	4
True	daddy bb	8	4
True	work mon thurs sat cant leh booked liao day free	48	4
True	okcome home vl nice meet v chat	31	4
True	wifehow knew time murder exactly	32	4
True	yo carlos friends already asking working weekend	48	4
True	unfortunately ive found pick sister airport evening think ill going try go one th	81	4
True	yeah get unlimited	18	4
True	hello good week fancy drink something later	43	4
True	callsmessagesmissed calls	25	4
True	waqt se pehle naseeb se zyada kisi ko kuch nahi miltazindgi wo nahi jo hum sochte hai zindgi wo hai jo ham jeetey hai	117	4
True	goodmorning sleeping ga	23	4
True	ok give minutes think see btw youre alibi cutting hair whole time	65	4
True	aight yo dats straight dogg	27	4
True	dun thk ill quit yet hmmm go jazz yogasana oso go meet em lessons den	69	4
True	putting ready lttimegt	22	4
True	hi darlin helens fone gonna b princes nite please come tb love kate	67	4
True	hope head doesnt hurt much ploughing way pile ironing staying chinky tonight come round like	92	4
True	ok tell half hr come need prepare	33	4
True	ok help ask shes working tmr	28	4
False	congrats mobile videophones r call videochat wid mates play java games dload polyph music noline rentl	102	4
True	expect whenever text hope goes well tomo	40	4
True	dad gonna call gets work ask crazy questions	44	4
True	alright babe justthought iâ’d sayhey doinnearly endof wk offdam nevamindwe sn uwant lovejen x	93	4
True	sleepingand surfing	19	4
True	sir hope day going smoothly really hoped wont bother bills cant settle month extra cash know challenging time also let know	123	4
True	hey time driving fri go evaluation fri	38	4
True	boy late home father power frndship	35	4
True	go n buy juz buy get lar	24	4
True	hey happen de alright	21	4
True	aight pick open tonight	23	4
False	ever thought living good life perfect partner txt back name age join mobile community	85	4
True	de call time ill tell k	23	4
True	ok least armands still around	29	4
True	thank much skyped wit kz sura didnt get pleasure company hope good weve given ultimatum oh countin aburo enjoy message sent days ago	132	4
True	yeah basically time next week get away mom amp get	50	4
True	tot group mate lucky havent reply wat time ã¼ need leave	56	4
True	way	3	4
False	tcsc web txt stop	17	4
True	sounds good keep posted	23	4
True	whenever see still hook	23	4
True	still around could use	22	4
True	getting worried derek taylor already assumed worst	50	4
True	k tell anything	15	4
True	coming back dinner rite dad ask confirm wif	43	4
True	handle victoria island traffic plus whens album due	51	4
True	leaving yet ok lor go elsewhere n eat thk	41	4
True	today cer nice catch ave find time often oh well take care c soonc	66	4
True	yesterday true true	19	4
True	oh god gonna google nearby cliffs	33	4
False	hear new divorce barbie comes kens stuff	40	4
True	lots used ones babe model doesnt help youi bring hell match	59	4
True	yeah go bored depressed sittin waitin phone ring hope wind drops though scary	77	4
True	mum hope great day hoping text meets well full life great day abiola	68	4
True	update face book status frequently	34	4
False	specially selected receive award call lines close cost tcs apply ag promo	73	4
True	aww thats first time said missed without asking missed first love	65	4
True	gonna say sorry would normal starting panic time sorry seeing tuesday	69	4
True	wet right	9	4
True	ok sweet dreams	15	4
True	yo call get chance friend mine wanted ask big order	51	4
True	well theres pattern emerging friends telling drive come smoke telling weed fiendmake smoke muchimpede things see hesitant	121	4
False	private account statement shows unredeemed points call identifier code expires	78	4
True	printed oh ltgt come upstairs	29	4
True	dunno ask	9	4
True	goodnight da thangam really miss dear	37	4
True	oh really make air whats talent	31	4
False	tmobile customer may claim free camera phone upgrade pay go sim card loyalty call ends apply	92	4
True	saw messageit k da	18	4
True	dear good morning feeling dear	30	4
True	know old dom told yesterday name roger got touch last night wants meet today pm	79	4
True	want mapquest something look usf dogwood drive thats tiny street parking lot	76	4
True	wish holding tightly making see important much mean much need life	66	4
False	hey really horny want chat see naked text hot text charged unsubscribe text stop	80	4
True	tell quite long cos havent finish film yet	42	4
True	excellent thought misundrstud frnd knw hate bt day wen ull knw truth ull hate urself gn	87	4
True	thought id get watch cos thats kind thing loves much	52	4
True	ok omw castor	13	4
False	fancy shag dointerested sextextukcom txt xxuk suzy txts cost per msg tncs website x	83	4
False	urgent mobile awarded â£ bonus caller prize attempt contact call bt national rate	81	4
True	r sure theyll understand wine good idea slurp	45	4
True	nutter cutter ctter cttergg cttargg ctargg ctagg ie	51	4
True	good morning boytoy hows yummy lips wheres sexy buns think crave need	69	4
True	haha legs neck killing amigos hoping end night burn think could swing like hour	79	4
True	hey ive booked pilates yoga lesson already haha	47	4
True	supposed wake gt	16	4
True	ill little closer like bus stop street	38	4
False	know know send chat lets find rcvd ldn years	44	4
True	wish great semester	19	4
False	santa calling would little ones like call santa xmas eve call book time last tc	79	4
True	borrow bag ok	13	4
True	ok bag	6	4
False	please call customer service representative guaranteed â£ cash â£ prize	71	4
True	watching tv got new job	23	4
True	housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand	122	4
True	tell friend come round til like ltgt ish	40	4
True	sent de webadres geting salary slip	35	4
True	wait thats still clear sure sarcastic thats x doesnt want live us	65	4
True	thanks da thangam feel happy dear also miss da	46	4
False	subscribed best mobile content service uk â£ per ten days send stop helpline	76	4
True	yetunde class run water make ok pls	35	4
True	nothing ok anyway give treat	28	4
False	someone know asked dating service contact cant guess call revealed po	69	4
True	call get chance plz	19	4
False		0	4
True	dunno wat get	13	4
True	tunde wishing great day abiola	30	4
True	talk g x	8	4
True	two fundamentals cool life walk like king walk like carewhoever king gud nyt	76	4
True	sorry ill call later	20	4
True	anything lar	12	4
False	voucher wc marsms log onto discount credit opt reply stop customer care call	76	4
True	hi baby cruisin girl friend r give call hour home thats alright fone fone love jenny xxx	88	4
True	use foreign stamps country good lecture	39	4
True	ãœ takin linear algebra today	29	4
True	yeah ill leave couple minutes amp let know get mu	49	4
True	hello per request ltgt transfered	33	4
True	hiya comin bristol st week april les got rudi new yrs eve snoringthey drunk bak college yet work sends ink bath	111	4
False	free week entry textpod chance win ipod â£ cash every wk txt pod tscs custcare	78	4
True	yar tot knew dis would happen long ago already	46	4
True	ill probably tomorrow even later tonight somethings going	57	4
True	day ã¼ say ã¼ cut hair paragon called hair sense ã¼ noe much hair cut	69	4
True	supposed meet discuss abt trip thought xuhui told afternoon thought go lesson	77	4
True	cool ltgt inches long hope like big	35	4
True	ok another number	17	4
True	want lick pussy	15	4
True	nothing got msg frm tht unknown	31	4
True	ok shall talk	13	4
True	office na	9	4
